,Team,Nome,Budget,PMAL
1810,UDI,EBOSSE,0.2%,0.2%
1811,SAS,ERLIC,0.2%,0.2%
1812,SAL,FAZIO,0.2%,0.2%
1813,SAS,FERRARI G.,0.2%,0.2%
1814,UDI,FERREIRA J.,0.2%,0.2%
1815,MIL,FLORENZI,0.2%,0.2%
1816,LAZ,GILA,0.2%,0.2%
1817,CAG,GOLDANIGA,0.2%,0.2%
1818,EMP,GUARINO,0.2%,0.2%
1819,UDI,GUESSAND A.,0.2%,0%
1820,VER,GUNTER,0.2%,0.2%
1821,SAL,GYOMBER,0.2%,0.2%
1822,ATA,HATEBOER,0.2%,0.2%
1823,GEN,HEFTI,0.2%,0.2%
1824,JUV,HUIJSEN,0.2%,0.2%
1825,NAP,JUAN JESUS,0.2%,0.2%
1826,FRO,KALAJ,0.2%,0%
1827,ROM,KARSDORP,0.2%,0.2%
1828,MIL,KJAER,0.2%,0.2%
1829,FRO,KLITTEN,0.2%,0%
1830,ROM,KUMBULLA,0.2%,0.2%
1831,TOR,LAZARO,0.2%,0.2%
1832,ROM,LLORENTE D.,0.2%,0.2%
1833,SAL,LOVATO,0.2%,0.2%
1834,BOL,LYKOGIANNIS,0.2%,0.2%
1835,VER,MAGNANI,0.2%,0.2%
1836,LAZ,MARUSIC,0.2%,0.6%
1837,FRO,MATEUS LUSUARDI,0.2%,0%
1838,GEN,MATTURRO,0.2%,0.2%
1839,SAS,MISSORI,0.2%,0.2%
1840,TOR,N'GUESSAN,0.2%,0.2%
1841,CAG,OBERT,0.2%,0.2%
1842,ATA,OKOLI,0.2%,0.2%
1843,NAP,OSTIGARD,0.2%,0.2%
1844,GEN,PAJAC,0.2%,0.2%
1845,ATA,PALOMINO,0.2%,0.2%
1846,LAZ,PATRIC,0.2%,0.2%
1847,LAZ,PELLEGRINI LU.,0.2%,0.2%
1848,MIL,PELLEGRINO,0.2%,0.2%
1849,EMP,PEZZELLA GIU.,0.2%,0.2%
1850,FIO,PIEROZZI,0.2%,0.1%
1851,SAL,PIROLA,0.2%,0.2%
1852,JUV,RUGANI,0.2%,0.2%
1853,ATA,RUGGERI,0.2%,0.2%
1854,GEN,SABELLI,0.2%,0.2%
1855,LEC,SMAJLOVIC,0.2%,0.2%
1856,ATA,SOPPY,0.2%,0.2%
1857,BOL,SOSA,0.2%,0%
1858,BOL,SOUMAORO,0.2%,0.2%
1859,FRO,SZYMINSKI,0.2%,0.2%
1860,VER,TERRACCIANO F.,0.2%,0.2%
1861,SAS,TOLJAN,0.2%,0.2%
1862,EMP,TONELLI,0.2%,0.2%
1863,LEC,TOUBA,0.2%,0%
1864,SAS,TRESSOLDI,0.2%,0.2%
1865,GEN,VASQUEZ,0.2%,0.2%
1866,LEC,VENUTI,0.2%,0.2%
1867,SAS,VINA,0.2%,0.3%
1868,TOR,VOJVODA,0.2%,1%
1869,EMP,WALUKIEWICZ,0.2%,0%
1870,TOR,ZIMA,0.2%,0.2%
1871,LAZ,ZACCAGNI,11%,12%
1872,MIL,PULISIC,9.4%,7.8%
1873,LAZ,FELIPE ANDERSON,9%,9.2%
1874,LEC,STREFEZZA,8.6%,7.2%
1875,ATA,KOOPMEINERS,7.6%,8%
1876,INT,BARELLA,7%,8.6%
1877,INT,FRATTESI,7%,7.6%
1878,LAZ,LUIS ALBERTO,7%,7%
1879,MIL,CHUKWUEZE,6%,8.4%
1880,JUV,RABIOT,6%,6%
1881,SAL,CANDREVA,6%,4.7%
1882,BOL,FERGUSON,6%,4.4%
1883,GEN,GUDMUNDSSON A.,6%,5.4%
1884,BOL,ORSOLINI,6%,6.8%
1885,ROM,PELLEGRINI LO.,6%,6.4%
1886,MON,COLPANI,5%,1.4%
1887,UDI,LOVRIC,5%,3.8%
1888,GEN,MALINOVSKYI,5%,4.8%
1889,TOR,VLASIC,5%,5.2%
1890,ROM,AOUAR,4%,3.5%
1891,FIO,BONAVENTURA,4%,3.1%
1892,INT,CALHANOGLU,4%,5.7%
1893,MON,CIURRIA,4%,3.3%
1894,ROM,EL SHAARAWY,4%,2.8%
1895,LAZ,KAMADA,4%,5.1%
1896,VER,LAZOVIC,4%,2.7%
1897,MON,PESSINA,4%,3.4%
1898,NAP,ZIELINSKI,4%,4.9%
1899,NAP,ELMAS,3.4%,2%
1900,MIL,REIJNDERS,3.4%,4%
1901,JUV,KOSTIC,3%,4%
1902,MIL,LOFTUS-CHEEK,3%,2.8%
1903,INT,MKHITARYAN,3%,1.8%
1904,NAP,POLITANO,3%,3.8%
1905,UDI,SAMARDZIC,3%,2.2%
1906,ATA,PASALIC,4%,3.3%
1907,ATA,DE KETELAERE,3.6%,2.9%
1908,SAS,BAJRAMI,3%,2.3%
1909,EMP,BALDANZI,3%,3.2%
1910,TOR,RADONJIC,3%,2%
1911,FIO,IKONE',2.4%,2%
1912,VER,MBOULA,2.4%,0.8%
1913,CAG,JANKTO,2%,0.4%
1914,GEN,MESSIAS,2%,1.4%
1915,BOL,NDOYE,2%,1%
1916,BOL,FABBIAN,1.6%,0.2%
1917,SAL,KASTANOS,1.6%,0.4%
1918,JUV,FAGIOLI,1%,1.2%
1919,VER,FOLORUNSHO,1%,0.3%
1920,BOL,MORO N.,1%,0.2%
1921,MIL,ROMERO L.,1%,0.2%
1922,VER,SAPONARA,1%,1%
1923,ATA,ADOPO,0.4%,0.2%
1924,GEN,ARAMU,0.4%,0.2%
1925,FIO,BARAK,0.4%,0.3%
1926,LAZ,BASIC,0.4%,0.2%
1927,SAS,BOLOCA,0.4%,0.2%
1928,ROM,BOVE,0.4%,0.2%
1929,ATA,EDERSON D.S.,0.4%,0.3%
1930,EMP,FAZZINI,0.4%,0.2%
1931,JUV,ILING JUNIOR,0.4%,0.2%
1932,GEN,JAGIELLO,0.4%,0.3%
1933,EMP,MALDINI,0.4%,0.2%
1934,CAG,MANCOSU,0.4%,0.2%
1935,MIL,POBEGA,0.4%,0.2%
1936,FIO,SABIRI,0.4%,0.2%
1937,SAS,THORSTVEDT,0.4%,0.2%
1938,SAS,VOLPATO,0.4%,0.2%
1939,JUV,WEAH,2.4%,4%
1940,NAP,ZAMBO ANGUISSA,1.6%,2%
1941,BOL,DOMINGUEZ,1.4%,0.6%
1942,FIO,ARTHUR MELO,1%,0.6%
1943,SAL,COULIBALY L.,1%,0.4%
1944,NAP,LOBOTKA,1%,1.5%
1945,EMP,MARIN,1%,0.3%
1946,TOR,RICCI S.,1%,0.7%
1947,ATA,DE ROON,0.6%,0.4%
1948,TOR,ILIC,0.6%,1.2%
1949,JUV,LOCATELLI,0.6%,0.6%
1950,SAS,LOPEZ M.,0.6%,0.2%
1951,MIL,MUSAH,0.6%,0.2%
1952,GEN,THORSBY,0.6%,0.2%
1953,FIO,AMRABAT,0.4%,0.2%
1954,LEC,BLIN,0.4%,0.2%
1955,NAP,CAJUSTE,0.4%,0.2%
1956,LAZ,CATALDI,0.4%,0.2%
1957,ROM,CRISTANTE,0.4%,0.2%
1958,MON,GAGLIARDINI,0.4%,0.3%
1959,LEC,GONZALEZ J.,0.4%,0.2%
1960,EMP,GYASI,0.4%,0.6%
1961,CAG,MAKOUMBOU,0.4%,0.2%
1962,SAS,MATHEUS HENRIQUE,0.4%,0.2%
1963,JUV,MCKENNIE,0.4%,0.2%
1964,CAG,NANDEZ,0.4%,0.6%
1965,JUV,POGBA,0.4%,2.1%
1966,ROM,RENATO SANCHES,0.4%,1.2%
1967,UDI,WALACE,0.4%,0.2%
1968,SAL,COULIBALY M.,0.6%,0.2%
1969,FIO,SOTTIL,0.4%,0.2%
1970,MIL,ADLI,0.2%,0.2%
1971,BOL,AEBISCHER,0.2%,0.2%
1972,MON,AKPA AKPRO,0.2%,0.2%
1973,FIO,AMATUCCI,0.2%,0.2%
1974,INT,ASLLANI,0.2%,0.2%
1975,GEN,BADELJ,0.2%,0.2%
1976,FRO,BAEZ,0.2%,0.2%
1977,FRO,BARRENECHEA,0.2%,0.2%
1978,EMP,BELARDINELLI,0.2%,0.2%
1979,FIO,BENASSI,0.2%,0.2%
1980,MIL,BENNACER,0.2%,0.2%
1981,SAL,BOHINEN,0.2%,0.2%
1982,FRO,BRESCIANINI,0.2%,0.2%
1983,UDI,CAMARA E.,0.2%,0.2%
1984,MON,CARBONI V.,0.2%,0.2%
1985,FIO,CASTROVILLI,0.2%,0.2%
1986,EMP,CROCIATA,0.2%,0.2%
1987,CAG,DEIOLA,0.2%,0.2%
1988,NAP,DEMME,0.2%,0.2%
1989,VER,DUDA,0.2%,0.2%
1990,FIO,DUNCAN,0.2%,0.2%
1991,BOL,EL AZZOUZI,0.2%,0.2%
1992,LEC,FATICANTI,0.2%,0.2%
1993,GEN,FRENDRUP,0.2%,0.2%
1994,NAP,GAETANO,0.2%,0.2%
1995,FRO,GARRITANO,0.2%,0.2%
1996,FRO,GELLI,0.2%,0.2%
1997,TOR,GINEITIS,0.2%,0%
1998,EMP,GRASSI,0.2%,0.2%
1999,EMP,HAAS,0.2%,0.2%
2000,FRO,HAOUDI,0.2%,0.3%
2001,FRO,HARROUI,0.2%,0.3%
2002,LEC,HELGASON,0.2%,0%
2003,EMP,HENDERSON L.,0.2%,0.2%
2004,VER,HONGLA,0.2%,0.2%
2005,VER,HRUSTIC,0.2%,0%
2006,TOR,ILKHAN,0.2%,0.2%
2007,FIO,INFANTINO,0.2%,0.2%
2008,VER,JOSELITO,0.2%,0.2%
2009,LEC,KABA,0.2%,0.2%
2010,CAG,KOURFALIDIS,0.2%,0%
2011,EMP,KOVALENKO,0.2%,0.5%
2012,MIL,KRUNIC,0.2%,0.2%
2013,SAL,LEGOWSKI,0.2%,0.2%
2014,TOR,LINETTY,0.2%,0.2%
2015,SAS,LIPANI,0.2%,0.2%
2016,FRO,LULIC K.,0.2%,0%
2017,MON,MACHIN,0.2%,0.2%
2018,SAL,MAGGIORE,0.2%,0.2%
2019,LEC,MALEH,0.2%,0.2%
2020,FIO,MANDRAGORA,0.2%,0.2%
2021,LAZ,MARCOS ANTONIO,0.2%,0.2%
2022,SAL,MARTEGANI,0.2%,0.2%
2023,FRO,MAZZITELLI,0.2%,0.2%
2024,GEN,MELEGONI,0.2%,0.2%
2025,ATA,MIRANCHUK,0.2%,0.2%
2026,JUV,MIRETTI,0.2%,0.2%
2027,JUV,NICOLUSSI CAVIGLIA,0.2%,0.2%
2028,SAS,OBIANG,0.2%,0%
2029,CAG,ORISTANIO,0.2%,0.2%
2030,UDI,PAFUNDI,0.2%,0.2%
2031,ROM,PAGANO,0.2%,0.2%
2032,ROM,PAREDES,0.2%,0.2%
2033,CAG,PRATI,0.2%,0.2%
2034,UDI,QUINA,0.2%,0.2%
2035,SAS,RACIC,0.2%,0.2%
2036,LEC,RAFIA,0.2%,0.2%
2037,LEC,RAMADANI,0.2%,0.2%
2038,EMP,RANOCCHIA F.,0.2%,0.2%
2039,CAG,ROG,0.2%,0.2%
2040,LAZ,ROVELLA,0.2%,0.2%
2041,NAP,SACO,0.2%,0.2%
2042,MIL,SAELEMAEKERS,0.2%,0.2%
2043,INT,SENSI,0.2%,0.2%
2044,VER,SERDAR,0.2%,0.2%
2045,GEN,STROOTMAN,0.2%,0.2%
2046,CAG,SULEMANA I.,0.2%,0.2%
2047,TOR,TAMEZE,0.2%,0.2%
2048,BOL,URBANSKI,0.2%,0.2%
2049,LAZ,VECINO,0.2%,0.2%
2050,BOL,VIGNATO,0.2%,0.2%
2051,MON,VIGNATO S.,0.2%,0.2%
2052,CAG,VIOLA,0.2%,0.2%
2053,ROM,ZALEWSKI,0.2%,0.2%
2054,UDI,ZARRAGA,0.2%,0.2%
2055,NAP,ZERBIN,0.2%,0.2%
2056,INT,MARTINEZ L.,35%,40.3%
2057,NAP,OSIMHEN,35%,40.2%
2058,LAZ,IMMOBILE,31%,34.4%
2059,JUV,VLAHOVIC,29%,32.6%
2060,MIL,RAFAEL LEAO,25%,30.6%
2061,SAS,BERARDI,20%,20%
2062,NAP,KVARATSKHELIA,20%,25%
2063,ROM,DYBALA,18%,24.2%
2064,MIL,GIROUD,16%,17.6%
2065,SAL,DIA,15%,13.8%
2066,ATA,SCAMACCA,15%,19%
2067,ATA,LOOKMAN,13%,16.4%
2068,INT,ARNAUTOVIC,12%,10.2%
2069,GEN,RETEGUI,11%,15%
2070,TOR,SANABRIA,10%,12.4%
2071,FIO,GONZALEZ N.,9%,8.4%
2072,FIO,NZOLA,9%,13%
2073,SAS,LAURIENTE',8%,9.6%
2074,INT,THURAM,8%,13.7%
2075,ATA,ZAPATA D.,8%,6.4%
2076,JUV,CHIESA,7%,13.7%
2077,JUV,MILIK,6%,4.4%
2078,FIO,BELTRAN L.,5%,4%
2079,UDI,DEULOFEU,5%,2.6%
2080,VER,NGONGE,5%,3.6%
2081,ROM,BELOTTI,4%,4%
2082,EMP,CAPUTO,4%,5.4%
2083,SAS,PINAMONTI,4%,5%
2084,VER,BONAZZOLI,3%,1%
2085,MON,CAPRARI,3%,3.6%
2086,FRO,CASO,3%,1%
2087,MIL,OKAFOR,5%,3.6%
2088,LEC,ALMQVIST,4%,1.6%
2089,EMP,CAMBIAGHI,4%,0.2%
2090,NAP,RASPADORI,4%,2.2%
2091,LAZ,CASTELLANOS,3%,2.1%
2092,CAG,LUVUMBO,3%,0.9%
2093,BOL,KARLSSON,3.4%,1.1%
2094,LAZ,ISAKSEN,2.6%,0.4%
2095,SAS,MULATTIERI,2%,0.7%
2096,MIL,COLOMBO,1%,0.2%
2097,FRO,CUNI,1%,0.2%
2098,LEC,KRSTOVIC,1%,0.3%
2099,ATA,MURIEL,1%,0.6%
2100,INT,SANCHEZ,1%,0.8%
2101,NAP,SIMEONE,1%,1.8%
2102,ATA,TOURE' E.,1%,4.4%
2103,ROM,ABRAHAM,0.4%,0.4%
2104,UDI,BRENNER,0.4%,0.2%
2105,JUV,KEAN,0.4%,0.4%
2106,FRO,KVERNADZE,0.4%,0.2%
2107,UDI,LUCCA,0.4%,0.2%
2108,FRO,CHEDDIRA,3%,1.9%
2109,MON,MOTA,2%,1.2%
2110,CAG,SHOMURODOV,2%,1%
2111,UDI,THAUVIN,2%,1.3%
2112,ROM,AZMOUN,1%,0.5%
2113,VER,DJURIC,1%,0.3%
2114,LAZ,PEDRO,1%,0.6%
2115,LEC,BANDA,0.6%,0.2%
2116,CAG,PAVOLETTI,0.6%,0.2%
2117,FIO,KOUAME',0.4%,0.2%
2118,MON,PETAGNA,0.4%,1%
2119,BOL,ZIRKZEE,0.4%,2.8%
2120,UDI,BETO,12%,12.1%
2121,BOL,BARROW,0.4%,0.6%
2122,LEC,DI FRANCESCO F.,0.4%,0.2%
2123,FIO,JOVIC,0.4%,0.4%
2124,UDI,AKE' M.,0.2%,0.2%
2125,SAS,ALVAREZ A.,0.2%,0.2%
2126,FRO,BIDAOUI,0.2%,0.2%
2127,FRO,BORRELLI,0.2%,0.2%
2128,SAL,BOTHEIM,0.2%,0.2%
2129,VER,BRAAF,0.2%,0.2%
2130,FIO,BREKALO,0.2%,0.2%
2131,LEC,BURNETE,0.2%,0.2%
2132,EMP,CANCELLIERI,0.2%,0.2%
2133,SAS,CEIDE,0.2%,0.2%
2134,LEC,CORFITZEN,0.2%,0.3%
2135,SAS,DEFREL,0.2%,0.2%
2136,EMP,EKONG,0.2%,0.2%
2137,GEN,EKUBAN,0.2%,0.2%
2138,VER,HENRY,0.2%,0.2%
2139,SAL,IKWUEMESI,0.2%,0.2%
2140,SAL,JOVANE,0.2%,0.2%
2141,JUV,KAIO JORGE,0.2%,0.2%
2142,VER,KALLON,0.2%,0.2%
2143,TOR,KARAMOH,0.2%,0.2%
2144,FIO,KOKORIN,0.2%,0.3%
2145,CAG,LAPADULA,0.2%,0.6%
2146,NAP,LOZANO,0.2%,0.3%
2147,MON,MARIC,0.2%,0.2%
2148,MIL,ORIGI,0.2%,0.2%
2149,TOR,PELLEGRI,0.2%,0.2%
2150,EMP,PICCOLI,0.2%,0.2%
2151,GEN,PUSCAS,0.2%,0.2%
2152,TOR,SECK,0.2%,0.2%
2153,EMP,SHPENDI S.,0.2%,0.2%
2154,ROM,SOLBAKKEN,0.2%,0.2%
2155,JUV,SOULE',0.2%,0.2%
2156,SAL,STEWART,0.2%,0.2%
2157,UDI,SUCCESS,0.2%,0.2%
2158,SAL,VALENCIA D.,0.2%,0.2%
2159,BOL,VAN HOOIJDONK,0.2%,0.2%
2160,UDI,VIVALDO,0.2%,0.2%
2161,LEC,VOELKERLING PERSSON,0.2%,0.2%
2162,GEN,YALCIN,0.2%,0.2%
2163,JUV,YILDIZ,0.2%,0.2%
2164,MIL,MAIGNAN,9%,10.2%
2165,INT,SOMMER,9%,9%
2166,NAP,MERET,8%,9.1%
2167,JUV,SZCZESNY,8%,10%
2168,LAZ,PROVEDEL,7.6%,8%
2169,ROM,RUI PATRICIO,6.2%,7.3%
2170,TOR,MILINKOVIC-SAVIC V.,3%,3.6%
2171,FIO,CHRISTENSEN O.,1%,0.2%
2172,UDI,SILVESTRI,2.6%,2.2%
2173,BOL,SKORUPSKI,2.6%,1.7%
2174,SAS,CONSIGLI,1.6%,0.6%
2175,INT,AUDERO,1.4%,0.2%
2176,SAL,OCHOA,1.4%,1%
2177,MON,DI GREGORIO,1%,2.5%
2178,LEC,FALCONE,1%,0.8%
2179,ATA,MUSSO,1%,1.5%
2180,FIO,TERRACCIANO,1%,2.6%
2181,CAG,SCUFFET,0.4%,0.2%
2182,VER,MONTIPO',0.2%,0.6%
2183,FRO,TURATI,0.2%,0.2%
2184,GEN,MARTINEZ JO.,1.6%,0.4%
2185,SAS,CRAGNO,1%,0.2%
2186,CAG,RADUNOVIC,1%,0.3%
2187,ATA,CARNESECCHI,2.4%,4.2%
2188,EMP,CAPRILE,1%,0.7%
2189,JUV,PERIN,1%,0.3%
2190,LAZ,ADAMONIS,0.2%,0.2%
2191,CAG,ARESTI,0.2%,0.2%
2192,BOL,BAGNOLINI,0.2%,0.2%
2193,VER,BERARDI A.,0.2%,0.2%
2194,ROM,BOER,0.2%,0.2%
2195,LEC,BORBEI,0.2%,0.2%
2196,LEC,BRANCOLINI,0.2%,0.2%
2197,FRO,CEROFOLINI,0.2%,0.2%
2198,NAP,CONTINI,0.2%,0.2%
2199,SAL,COSTIL,0.2%,0.2%
2200,INT,DI GENNARO,0.2%,0.2%
2201,SAL,FIORILLO,0.2%,0.2%
2202,TOR,GEMELLO,0.2%,0.2%
2203,NAP,GOLLINI,0.2%,0.2%
2204,MON,GORI,0.2%,0.2%
2205,MON,LAMANNA,0.2%,0.2%
2206,GEN,LEALI,0.2%,0.2%
2207,FIO,MARTINELLI T.,0.2%,0.2%
2208,MIL,MIRANTE,0.2%,0.2%
2209,UDI,OKOYE,0.2%,0.2%
2210,UDI,PADELLI,0.2%,0.2%
2211,FRO,PALMISANI,0.2%,0.2%
2212,SAS,PEGOLO,0.2%,0.2%
2213,VER,PERILLI,0.2%,0.2%
2214,EMP,PERISAN,0.2%,0.2%
2215,UDI,PIANA,0.2%,0.2%
2216,JUV,PINSOGLIO,0.2%,0.2%
2217,TOR,POPA,0.2%,0.2%
2218,BOL,RAVAGLIA F.,0.2%,0.2%
2219,ATA,ROSSI F.,0.2%,0.2%
2220,LAZ,SEPE,0.2%,0.2%
2221,GEN,SOMMARIVA,0.2%,0.2%
2222,MON,SORRENTINO A.,0.2%,0.2%
2223,MIL,SPORTIELLO,0.2%,0.2%
2224,EMP,STUBLJAR,0.2%,0.2%
2225,ROM,SVILAR,0.2%,0.2%
2226,NAP,DI LORENZO,6.4%,6.4%
2227,MIL,HERNANDEZ T.,6.2%,9%
2228,INT,DIMARCO,6%,7.6%
2229,ROM,SMALLING,4.8%,4.2%
2230,NAP,RRAHMANI,4.4%,3.2%
2231,BOL,POSCH,5%,3.9%
2232,JUV,BREMER,3.6%,4.6%
2233,LAZ,ROMAGNOLI,3.2%,2.8%
2234,JUV,DANILO,3%,4.6%
2235,ATA,SCALVINI,3%,2.3%
2236,TOR,SCHUURS,3%,3%
2237,MIL,TOMORI,2.8%,3.1%
2238,INT,BASTONI,2.6%,3.6%
2239,LEC,BASCHIROTTO,2.4%,2%
2240,INT,CARLOS AUGUSTO,2.4%,3%
2241,INT,DUMFRIES,2.4%,3.4%
2242,ROM,MANCINI,2%,1.7%
2243,SAL,MAZZOCCHI,2%,2.4%
2244,TOR,BUONGIORNO,1.8%,2%
2245,LAZ,CASALE,1.6%,1.8%
2246,NAP,OLIVERA,1.4%,1.4%
2247,INT,DARMIAN,1.2%,1.2%
2248,NAP,NATAN,2.4%,1.4%
2249,FIO,DODO',2.2%,2.1%
2250,ROM,SPINAZZOLA,2%,2.2%
2251,UDI,BIJOL,1.6%,1.2%
2252,VER,DOIG,1.6%,1.6%
2253,EMP,EBUEHI,1.6%,1.4%
2254,JUV,GATTI,1.6%,1.4%
2255,NAP,MARIO RUI,1.6%,1.4%
2256,FIO,MILENKOVIC,1.6%,1.5%
2257,ATA,ZAPPACOSTA,1.6%,3.4%
2258,INT,ACERBI,1.4%,1.6%
2259,FIO,BIRAGHI,1.4%,2.6%
2260,MIL,THIAW,1.4%,1.9%
2261,ATA,KOLASINAC,1.2%,1.5%
2262,CAG,AUGELLO,1%,0.8%
2263,MIL,CALABRIA,1%,1.6%
2264,VER,FARAONI,1%,1.3%
2265,MON,MARI',1%,0.3%
2266,ROM,N'DICKA,1%,1.4%
2267,FIO,RANIERI L.,1%,0.2%
2268,ATA,TOLOI,1%,1%
2269,SAS,VITI,1%,0.2%
2270,SAL,PIROLA,0.2%,0.2%
2271,JUV,CAMBIASO,1%,1%
2272,INT,CUADRADO,1%,2.7%
2273,MON,KYRIAKOPOULOS,1%,1%
2274,LAZ,LAZZARI,1%,0.6%
2275,ROM,LLORENTE D.,1%,0.2%
2276,UDI,PEREZ N.,1%,0.6%
2277,EMP,BERESZYNSKI,0.6%,0.2%
2278,MON,D'AMBROSIO,0.6%,0.8%
2279,ATA,DJIMSITI,0.6%,0.2%
2280,UDI,EHIZIBUE,0.6%,0.2%
2281,LEC,GALLO,0.6%,0.2%
2282,LEC,GENDREY,0.6%,0.2%
2283,VER,HIEN,0.6%,0.2%
2284,MON,IZZO,0.6%,0.3%
2285,ROM,KARSDORP,0.6%,0.2%
2286,EMP,LUPERTO,0.6%,0.3%
2287,LAZ,MARUSIC,0.6%,0.6%
2288,TOR,VOJVODA,0.6%,1%
2289,FRO,MARCHIZZA,0.4%,0.2%
2290,JUV,ALEX SANDRO,0.2%,0.2%
2291,MON,BIRINDELLI,0.2%,0.2%
2292,SAL,BRADARIC,0.2%,0.3%
2293,SAL,BRONN,0.2%,0.2%
2294,MON,CALDIROLA,0.2%,0.2%
2295,ROM,CELIK,0.2%,0.2%
2296,SAL,DANILIUC,0.2%,0.2%
2297,VER,DAWIDOWICZ,0.2%,0.2%
2298,JUV,DE SCIGLIO,0.2%,0.2%
2299,INT,DE VRIJ,0.2%,0.3%
2300,TOR,DJIDJI,0.2%,0.2%
2301,UDI,EBOSELE,0.2%,0.4%
2302,SAS,ERLIC,0.2%,0.2%
2303,MIL,FLORENZI,0.2%,0.2%
2304,VER,GUNTER,0.2%,0.2%
2305,SAL,GYOMBER,0.2%,0.2%
2306,ATA,HATEBOER,0.2%,0.2%
2307,LAZ,HYSAJ,0.2%,0.2%
2308,EMP,ISMAJLI,0.2%,0.2%
2309,NAP,JUAN JESUS,0.2%,0.2%
2310,MIL,KALULU,0.2%,0.4%
2311,UDI,KAMARA H.,0.2%,0.2%
2312,SAL,LOVATO,0.2%,0.2%
2313,BOL,LUCUMI',0.2%,0.2%
2314,UDI,MASINA,0.2%,0.2%
2315,FRO,MONTERISI,0.2%,0.2%
2316,ATA,PALOMINO,0.2%,0.2%
2317,LAZ,PELLEGRINI LU.,0.2%,0.2%
2318,TOR,RODRIGUEZ R.,0.2%,0.2%
2319,FRO,ROMAGNOLI S.,0.2%,0.2%
2320,BOL,SOUMAORO,0.2%,0.2%
2321,SAS,TOLJAN,0.2%,0.2%
2322,GEN,VASQUEZ,0.2%,0.2%
2323,ATA,BAKKER,2%,3.2%
2324,TOR,BELLANOVA,1.4%,2%
2325,CAG,DOSSENA,1.4%,0.2%
2326,BOL,BEUKEMA,1%,0.8%
2327,INT,BISSECK,1%,0.4%
2328,GEN,DRAGUSIN,1%,0.6%
2329,ROM,KRISTENSEN,1%,1.6%
2330,GEN,MARTIN,1%,2.4%
2331,FIO,PARISI,1%,1%
2332,CAG,AZZI,0.6%,0.4%
2333,CAG,ZAPPA,0.6%,0.4%
2334,MON,CARBONI A.,0.2%,0.2%
2335,MON,CARBONI F.,0.2%,0.2%
2336,BOL,CORAZZA,0.2%,0.2%
2337,LEC,DORGU,0.2%,0.2%
2338,EMP,GUARINO,0.2%,0.2%
2339,SAS,MISSORI,0.2%,0.2%
2340,CAG,OBERT,0.2%,0.2%
2341,FRO,OYONO,0.2%,0.3%
2342,SAS,PEDERSEN,0.2%,0.2%
2343,ATA,RUGGERI,0.2%,0.2%
2344,GEN,SABELLI,0.2%,0.2%
2345,NAP,ZANOLI,0.2%,0.2%
2346,UDI,ZEMURA,0.2%,0.3%
2347,SAS,FERRARI G.,1.6%,0.2%
2348,SAL,FAZIO,1%,0.2%
2349,MIL,KJAER,0.6%,0.2%
2350,ATA,ZORTEA,0.6%,0.2%
2351,JUV,RUGANI,0.4%,0.2%
2352,UDI,ABANKWAH,0.2%,0.2%
2353,BOL,AMEY,0.2%,0.2%
2354,VER,AMIONE,0.2%,0.2%
2355,MON,ANTOV,0.2%,0.2%
2356,MIL,BALLO-TOURE',0.2%,0.2%
2357,GEN,BANI,0.2%,0.2%
2358,GEN,BIRASCHI,0.2%,0.2%
2359,BOL,BONIFAZI,0.2%,0.2%
2360,JUV,BONUCCI,0.2%,0.2%
2361,VER,CABAL,0.2%,0.2%
2362,EMP,CACACE,0.2%,0.2%
2363,CAG,CAPRADOSSI,0.2%,0.2%
2364,MON,CITTADINI,0.2%,0.2%
2365,VER,COPPOLA D.,0.2%,0.2%
2366,BOL,DE SILVESTRI,0.2%,0.2%
2367,GEN,DE WINTER,0.2%,0.2%
2368,LEC,DERMAKU,0.2%,0.2%
2369,CAG,DI PARDO,0.2%,0.2%
2370,UDI,EBOSSE,0.2%,0.2%
2371,UDI,FERREIRA J.,0.2%,0.2%
2372,LAZ,GILA,0.2%,0.2%
2373,CAG,GOLDANIGA,0.2%,0.2%
2374,UDI,GUESSAND A.,0.2%,0%
2375,GEN,HEFTI,0.2%,0.2%
2376,JUV,HUIJSEN,0.2%,0.2%
2377,UDI,KABASELE,0.2%,0.2%
2378,FRO,KALAJ,0.2%,0%
2379,FIO,KAYODE,0.2%,0.4%
2380,FRO,KLITTEN,0.2%,0%
2381,ROM,KUMBULLA,0.2%,0.2%
2382,TOR,LAZARO,0.2%,0.2%
2383,BOL,LYKOGIANNIS,0.2%,0.2%
2384,VER,MAGNANI,0.2%,0.2%
2385,FIO,MARTINEZ QUARTA,0.2%,0.2%
2386,FRO,MATEUS LUSUARDI,0.2%,0%
2387,GEN,MATTURRO,0.2%,0.2%
2388,FIO,MINA,0.2%,0.3%
2389,TOR,N'GUESSAN,0.2%,0.2%
2390,ATA,OKOLI,0.2%,0.2%
2391,NAP,OSTIGARD,0.2%,0.2%
2392,GEN,PAJAC,0.2%,0.2%
2393,LAZ,PATRIC,0.2%,0.2%
2394,MIL,PELLEGRINO,0.2%,0.2%
2395,EMP,PEZZELLA GIU.,0.2%,0.2%
2396,FIO,PIEROZZI,0.2%,0.1%
2397,LEC,PONGRACIC,0.2%,0.2%
2398,SAL,SAMBIA,0.2%,0.2%
2399,LEC,SMAJLOVIC,0.2%,0.2%
2400,ATA,SOPPY,0.2%,0.2%
2401,BOL,SOSA,0.2%,0%
