,Season,Player,Squad,F_Pos,Avg_Fanta_Score,Autogoal,Pos,Comp,Age,Match_Played,Match_Started,Min_Played,Avg_Min_Played,Goal,Assist,Penalties_Scored,Penalties_Attempted,YCards,RCards,xG,npxG,xAG,PrgC,PrgP,PrgR
4615,2021-2022,PELLEGRI,Milan,,,,FW,it Serie A,20.0,6.0,1.0,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,3.0,0.0,5.0
4616,2021-2022,PICCOLI,Atalanta,,,,FW,it Serie A,20.0,12.0,1.0,196.0,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,2.0,1.0,15.0
4617,2021-2022,RETSOS,Hellas Verona,,,,DF,it Serie A,22.0,5.0,1.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,2.0,2.0
4618,2021-2022,RICCI,Empoli,,,,MF,it Serie A,19.0,21.0,17.0,1530.0,17.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.3,24.0,103.0,13.0
4619,2021-2022,RINCON,Torino,,,,MF,it Serie A,33.0,7.0,1.0,163.0,1.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
4620,2021-2022,PENA,Napoli,,,,MF,it Serie A,25.0,32.0,29.0,2384.0,26.5,7.0,4.0,0.0,0.0,2.0,0.0,1.6,1.6,2.9,58.0,220.0,80.0
4621,2021-2022,SANTOS,Udinese,,,,DF,it Serie A,26.0,17.0,17.0,1421.0,15.8,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.1,14.0,46.0,11.0
4622,2021-2022,SENSI,Inter,,,,"MF,FW",it Serie A,25.0,9.0,1.0,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,7.0,13.0,13.0
4623,2021-2022,SIMEONE,Hellas Verona,,,,FW,it Serie A,26.0,35.0,32.0,2653.0,29.5,17.0,5.0,0.0,1.0,8.0,0.0,10.3,9.5,3.2,40.0,40.0,259.0
4624,2021-2022,SUTALO,Hellas Verona,,,,DF,it Serie A,21.0,24.0,6.0,920.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,15.0,33.0,17.0
4625,2021-2022,TAMEZE,Hellas Verona,,,,"MF,DF",it Serie A,27.0,38.0,26.0,2574.0,28.6,4.0,2.0,0.0,0.0,4.0,0.0,1.2,1.2,1.9,55.0,134.0,96.0
4626,2021-2022,TRIMBOLI,Sampdoria,,,,MF,it Serie A,19.0,5.0,0.0,65.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,2.0,6.0,4.0
4627,2021-2022,VELOSO,Hellas Verona,,,,MF,it Serie A,35.0,22.0,17.0,1343.0,14.9,0.0,3.0,0.0,0.0,7.0,1.0,0.5,0.5,1.5,31.0,103.0,13.0
4628,2021-2022,VERRE,Sampdoria,,,,"MF,FW",it Serie A,27.0,11.0,6.0,420.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,12.0,34.0,24.0
4629,2021-2022,VLAHOVIC,Fiorentina,,,,FW,it Serie A,21.0,21.0,21.0,1857.0,20.6,17.0,2.0,5.0,6.0,2.0,0.0,12.9,8.2,1.8,18.0,40.0,138.0
4630,2021-2022,DURIC,Salernitana,,,,FW,it Serie A,31.0,33.0,23.0,2165.0,24.1,5.0,4.0,1.0,1.0,6.0,0.0,5.3,4.5,3.3,7.0,35.0,100.0
4631,2021-2022,DURICIC,Sassuolo,,,,"MF,FW",it Serie A,29.0,12.0,9.0,671.0,7.5,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.6,25.0,28.0,40.0
4632,2022-2023,ABILDGAARD,Hellas Verona,,,,MF,it Serie A,26.0,13.0,6.0,592.0,6.6,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,2.0,15.0,8.0
4633,2022-2023,AIWUM,Cremonese,,,,DF,it Serie A,21.0,23.0,17.0,1653.0,18.4,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,19.0,46.0,7.0
4634,2022-2023,AKPA-AKPRO,Empoli,,,,"MF,FW",it Serie A,29.0,24.0,16.0,1356.0,15.1,1.0,1.0,0.0,0.0,9.0,2.0,1.5,1.5,1.0,19.0,39.0,37.0
4635,2022-2023,MARTINEZ,Sassuolo,,,,"FW,MF",it Serie A,21.0,22.0,1.0,368.0,4.1,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.4,2.0,6.0,19.0
4636,2022-2023,ARTHUR,Fiorentina,,,,FW,it Serie A,24.0,28.0,15.0,1432.0,15.9,8.0,1.0,2.0,2.0,4.0,0.0,7.9,6.3,0.8,11.0,21.0,86.0
4637,2022-2023,BAJRAMI,Empoli,,,,"MF,FW",it Serie A,23.0,19.0,8.0,940.0,10.4,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.2,22.0,29.0,47.0
4638,2022-2023,BERESZYNSKI,Sampdoria,,,,DF,it Serie A,30.0,15.0,15.0,1198.0,13.3,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,20.0,44.0,40.0
4639,2022-2023,BRAAF,Hellas Verona,,,,"MF,FW",it Serie A,19.0,6.0,2.0,288.0,3.2,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,10.0,5.0,29.0
4640,2022-2023,CABAL,Hellas Verona,,,,DF,it Serie A,21.0,11.0,3.0,444.0,4.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,4.0,17.0,8.0
4641,2022-2023,CAPUTO,Sampdoria,,,,FW,it Serie A,34.0,15.0,13.0,1094.0,12.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.5,6.0,11.0,76.0
4642,2022-2023,CARBONI,Inter,,,,"MF,DF",it Serie A,17.0,5.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
4643,2022-2023,CARLOS,Monza,,,,DF,it Serie A,23.0,35.0,35.0,3083.0,34.3,6.0,5.0,0.0,0.0,4.0,0.0,4.4,4.4,3.7,87.0,101.0,151.0
4644,2022-2023,CECCHERINI,Hellas Verona,,,,DF,it Serie A,30.0,22.0,18.0,1417.0,15.7,2.0,0.0,0.0,0.0,9.0,1.0,0.8,0.8,0.2,25.0,53.0,20.0
4645,2022-2023,COPPOLA,Hellas Verona,,,,DF,it Serie A,18.0,19.0,11.0,1177.0,13.1,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.0,9.0,42.0,8.0
4646,2022-2023,DAWIDOWICZ,Hellas Verona,,,,DF,it Serie A,27.0,23.0,20.0,1632.0,18.1,1.0,1.0,0.0,0.0,6.0,1.0,1.1,1.1,0.8,20.0,60.0,17.0
4647,2022-2023,DEPAOLI,Hellas Verona,,,,DF,it Serie A,25.0,31.0,24.0,2173.0,24.1,2.0,2.0,0.0,0.0,7.0,0.0,1.7,1.7,1.2,28.0,66.0,76.0
4648,2022-2023,DOIG,Hellas Verona,,,,DF,it Serie A,20.0,22.0,15.0,1354.0,15.0,2.0,3.0,0.0,0.0,1.0,0.0,1.8,1.8,1.2,41.0,27.0,61.0
4649,2022-2023,DUDA,Hellas Verona,,,,MF,it Serie A,27.0,15.0,11.0,1061.0,11.8,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.3,15.0,44.0,22.0
4650,2022-2023,FARAONI,Hellas Verona,,,,DF,it Serie A,30.0,23.0,19.0,1485.0,16.5,2.0,3.0,0.0,0.0,7.0,0.0,2.7,2.7,1.0,11.0,54.0,33.0
4651,2022-2023,FERRARI,Sampdoria,,,,DF,it Serie A,28.0,12.0,10.0,868.0,9.6,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,7.0,25.0,3.0
4652,2022-2023,GAICH,Hellas Verona,,,,FW,it Serie A,23.0,16.0,8.0,726.0,8.1,2.0,0.0,0.0,0.0,2.0,0.0,2.5,2.5,0.4,6.0,11.0,33.0
4653,2022-2023,MILLAN,Cremonese,,,,MF,it Serie A,25.0,13.0,10.0,734.0,8.2,1.0,2.0,0.0,0.0,2.0,0.0,0.3,0.3,1.1,5.0,33.0,17.0
4654,2022-2023,GUNTER,Hellas Verona,,,,DF,it Serie A,27.0,13.0,11.0,1003.0,11.1,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.9,7.0,36.0,3.0
4655,2022-2023,HENRY,Hellas Verona,,,,FW,it Serie A,27.0,16.0,13.0,1030.0,11.4,2.0,0.0,0.0,0.0,4.0,0.0,1.7,1.7,1.1,3.0,18.0,58.0
4656,2022-2023,HIEN,Hellas Verona,,,,DF,it Serie A,23.0,32.0,28.0,2607.0,29.0,0.0,0.0,0.0,0.0,9.0,0.0,0.3,0.3,0.1,17.0,54.0,2.0
4657,2022-2023,HONGLA,Hellas Verona,,,,MF,it Serie A,24.0,9.0,6.0,523.0,5.8,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.3,6.0,24.0,10.0
4658,2022-2023,HRUSTIC,Hellas Verona,,,,MF,it Serie A,26.0,6.0,3.0,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,7.0,8.0,12.0
4659,2022-2023,ILIC,Hellas Verona,,,,MF,it Serie A,21.0,11.0,10.0,851.0,9.5,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,18.0,39.0,20.0
4660,2022-2023,ILING-JUNIOR,Juventus,,,,"DF,FW",it Serie A,18.0,12.0,1.0,318.0,3.5,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,11.0,18.0,36.0
4661,2022-2023,KALLON,Hellas Verona,,,,"MF,FW",it Serie A,21.0,22.0,8.0,860.0,9.6,1.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,1.5,33.0,22.0,64.0
4662,2022-2023,KYRIAKOPOULOS,Sassuolo,,,,"FW,DF",it Serie A,26.0,12.0,9.0,766.0,8.5,1.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,1.4,17.0,32.0,46.0
4663,2022-2023,LAMMERS,Empoli,,,,FW,it Serie A,25.0,14.0,10.0,883.0,9.8,1.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,0.7,9.0,19.0,67.0
4664,2022-2023,LASAGNA,Hellas Verona,,,,"FW,MF",it Serie A,29.0,26.0,17.0,1572.0,17.5,1.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.7,36.0,19.0,105.0
4665,2022-2023,LAZOVIC,Hellas Verona,,,,"MF,DF",it Serie A,31.0,30.0,27.0,2242.0,24.9,4.0,5.0,0.0,0.0,0.0,0.0,3.6,3.6,6.4,72.0,81.0,167.0
4666,2022-2023,MAGNANI,Hellas Verona,,,,DF,it Serie A,26.0,24.0,19.0,1532.0,17.0,0.0,1.0,0.0,0.0,7.0,1.0,0.5,0.5,0.2,5.0,32.0,5.0
4667,2022-2023,MALEH,Fiorentina,,,,MF,it Serie A,23.0,7.0,4.0,297.0,3.3,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.6,3.0,11.0,17.0
4668,2022-2023,MIN-JAE,Napoli,,,,DF,it Serie A,25.0,35.0,35.0,3050.0,33.9,2.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,1.9,42.0,169.0,8.0
4669,2022-2023,MONTIPO,Hellas Verona,,,,GK,it Serie A,26.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4670,2022-2023,NGONGE,Hellas Verona,,,,"MF,FW",it Serie A,22.0,14.0,9.0,745.0,8.3,3.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.6,18.0,13.0,40.0
4671,2022-2023,NUYTINCK,Udinese,,,,DF,it Serie A,32.0,6.0,3.0,385.0,4.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
4672,2022-2023,PEPIN,Monza,,,,MF,it Serie A,25.0,25.0,11.0,1123.0,12.5,0.0,2.0,0.0,0.0,4.0,0.0,0.5,0.5,1.5,19.0,74.0,28.0
4673,2022-2023,PICCOLI,Hellas Verona,,,,FW,it Serie A,21.0,7.0,2.0,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,2.0,0.0,8.0
4674,2022-2023,SEMEDO,Udinese,,,,"FW,MF",it Serie A,17.0,5.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,3.0
4675,2022-2023,SHOMURODOV,Roma,,,,FW,it Serie A,27.0,6.0,1.0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,3.0,4.0,15.0
4676,2022-2023,SULEMANA,Hellas Verona,,,,MF,it Serie A,19.0,16.0,6.0,651.0,7.2,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,4.0,18.0,5.0
4677,2022-2023,TAMEZE,Hellas Verona,,,,MF,it Serie A,28.0,37.0,35.0,3031.0,33.7,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.9,32.0,103.0,58.0
4678,2022-2023,TERRACCIANO,Hellas Verona,,,,"DF,MF",it Serie A,19.0,20.0,7.0,821.0,9.1,0.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,16.0,37.0,24.0
4679,2022-2023,VELOSO,Hellas Verona,,,,MF,it Serie A,36.0,22.0,14.0,1163.0,12.9,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,2.1,17.0,84.0,22.0
4680,2022-2023,VERDI,Hellas Verona,,,,"MF,FW",it Serie A,30.0,24.0,12.0,1096.0,12.2,5.0,0.0,1.0,1.0,3.0,0.0,2.6,1.8,2.1,34.0,46.0,57.0
4681,2022-2023,VIEIRA,Sampdoria,,,,MF,it Serie A,24.0,16.0,8.0,815.0,9.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4682,2022-2023,VIGNATO,Bologna,,,,"MF,FW",it Serie A,21.0,8.0,2.0,242.0,2.7,0.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,3.0,9.0,4.0
4683,2022-2023,ZORTEA,Atalanta,,,,"DF,MF",it Serie A,23.0,9.0,1.0,222.0,2.5,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,11.0,9.0,13.0
4684,2022-2023,DURIC,Hellas Verona,,,,FW,it Serie A,32.0,28.0,14.0,1366.0,15.2,1.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,1.3,2.0,29.0,72.0
4685,2022-2023,DURICIC,Sampdoria,,,,"MF,FW",it Serie A,30.0,32.0,27.0,2171.0,24.1,3.0,0.0,0.0,0.0,9.0,0.0,2.7,2.7,1.9,39.0,77.0,83.0
